OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Length_1,Shape_Area_1,F2010,SLR_employment_per_capita,F2010_1,F2010_12,F2010_12_13,F2010_12_13_14,F2010_12_13_14_15,F2010_12_13_14_15_16,F2010_12_13_14_15_16_17,F2010_12_13_14_15_16_17_18,F2010_12_13_14_15_16_17_18_19,F2010_12_13_14_15_16_17_18_19_20,F2010_12_13_14_15_16_17_18_19_20_21,F2010_12_13_14_15_16_17_18_19_20_21_22,F2010_12_13_14_15_16_17_18_19_20_21_22_23,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24_25,Shape_Length,Shape_Area
138,1,138,137,Nordeste,NA,Forjos,-10.107661999999999,-36.097672000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,138,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,31415.926535897931899,78539816.339744821190834
139,2,139,138,Nordeste,NA,Poxim,-10.063563000000000,-36.040908999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,139,2702306,Coruripe,AL,"Sports, recreation and leisure activities",1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,52130.000000000000000,0.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,52130.000000000000000,31415.926535897931899,78539816.339744821190834
140,2,140,139,Nordeste,NA,Jacarecica,-9.916383000000000,-35.945963999999996,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,140,2703759,Jequiá da Praia,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12029.000000000000000,0.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,12029.000000000000000,31415.926535897931899,78539816.339744821190834
141,3,141,140,Nordeste,NA,Praia do Meio,-9.824446999999999,-35.877803000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,141,2700607,Barra de São Miguel,AL,"Sports, recreation and leisure activities",6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7574.000000000000000,0.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,7574.000000000000000,31415.926535897931899,78539816.339744821190834
142,3,142,141,Nordeste,NA,Praia do Pontal,-9.682589999999999,-35.758536999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,142,2702207,Coqueiro Seco,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5526.000000000000000,0.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,5526.000000000000000,31415.926535897931899,78539816.339744821190834
143,1,143,142,Nordeste,NA,Salgema,-9.679629000000000,-35.718974000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,143,2704302,Maceió,AL,"Sports, recreation and leisure activities",200.000000000000000,1099.000000000000000,0.000000000000000,0.000000000000000,932748.000000000000000,0.001178238924125,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,31415.926535897931899,78539816.339744821190834
144,1,144,143,Nordeste,NA,Pier do Emissario,-9.673301000000000,-35.715234000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,144,2704302,Maceió,AL,"Sports, recreation and leisure activities",200.000000000000000,1099.000000000000000,0.000000000000000,0.000000000000000,932748.000000000000000,0.001178238924125,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,31415.926535897931899,78539816.339744821190834
145,1,145,144,Nordeste,NA,Praia do Sobral,-9.666869000000000,-35.710735000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,145,2704302,Maceió,AL,"Sports, recreation and leisure activities",200.000000000000000,1099.000000000000000,0.000000000000000,0.000000000000000,932748.000000000000000,0.001178238924125,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,31415.926535897931899,78539816.339744821190834
146,1,146,145,Nordeste,NA,"Pico da Barra, Brazil",-9.665630000000000,-35.697186000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,146,2704302,Maceió,AL,"Sports, recreation and leisure activities",200.000000000000000,1099.000000000000000,0.000000000000000,0.000000000000000,932748.000000000000000,0.001178238924125,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,31415.926535897931899,78539816.339744821190834
147,1,147,146,Nordeste,NA,Pedra Virada,-9.585521999999999,-35.660038000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,147,2704302,Maceió,AL,"Sports, recreation and leisure activities",200.000000000000000,1099.000000000000000,0.000000000000000,0.000000000000000,932748.000000000000000,0.001178238924125,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,31415.926535897931899,78539816.339744821190834
148,1,148,147,Nordeste,NA,Praia de Jatiuca,-9.531449000000000,-35.590927999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,148,2704302,Maceió,AL,"Sports, recreation and leisure activities",200.000000000000000,1099.000000000000000,0.000000000000000,0.000000000000000,932748.000000000000000,0.001178238924125,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,31415.926535897931899,78539816.339744821190834
149,2,149,148,Nordeste,NA,Garca Torta,-9.487114000000000,-35.557476999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,149,2704302,Maceió,AL,"Sports, recreation and leisure activities",200.000000000000000,1099.000000000000000,0.000000000000000,0.000000000000000,932748.000000000000000,0.001178238924125,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,932748.000000000000000,31415.926535897931899,78539816.339744821190834
150,2,150,149,Nordeste,NA,Mirante da Sirena,-9.430906000000000,-35.503683000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,150,2700508,Barra de Santo Antônio,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14230.000000000000000,0.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,14230.000000000000000,31415.926535897931899,78539816.339744821190834
151,3,151,150,Nordeste,NA,Japaratinga,-9.261582000000001,-35.353366000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,151,2706505,Passo de Camaragibe,AL,"Sports, recreation and leisure activities",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14763.000000000000000,0.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,14763.000000000000000,31415.926535897931899,78539816.339744821190834
152,2,152,151,Nordeste,NA,Impossivel,-8.615505000000001,-35.020375000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,152,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,0.000000000000000,0.000000000000000,80637.000000000000000,0.000632464005357,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,31415.926535897931899,78539816.339744821190834
153,2,153,152,Nordeste,NA,Serrambi,-8.576358000000001,-35.028714999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,153,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,0.000000000000000,0.000000000000000,80637.000000000000000,0.000632464005357,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,31415.926535897931899,78539816.339744821190834
154,1,154,153,Nordeste,NA,Porto de Galinhas,-8.488678000000000,-34.999501000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,154,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,0.000000000000000,0.000000000000000,80637.000000000000000,0.000632464005357,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,31415.926535897931899,78539816.339744821190834
155,1,155,154,Nordeste,NA,Cupe,-8.479708000000000,-34.996577000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,155,2607208,Ipojuca,PE,"Sports, recreation and leisure activities",15.000000000000000,51.000000000000000,0.000000000000000,0.000000000000000,80637.000000000000000,0.000632464005357,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,80637.000000000000000,31415.926535897931899,78539816.339744821190834
156,2,156,155,Nordeste,NA,Gaibu,-8.341567000000000,-34.948825999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,156,2602902,Cabo de Santo Agostinho,PE,"Sports, recreation and leisure activities",11.000000000000000,37.000000000000000,0.000000000000000,0.000000000000000,185025.000000000000000,0.000199972976625,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,185025.000000000000000,31415.926535897931899,78539816.339744821190834
157,3,157,156,Nordeste,NA,Bessa,-7.091138000000000,-34.832765000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,157,2503209,Cabedelo,PB,"Sports, recreation and leisure activities",25.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,57944.000000000000000,0.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,57944.000000000000000,31415.926535897931899,78539816.339744821190834
